Gene,ReadID,Coverage %,Identity %,Resistance
tet(M),8fe89ca8-2599-471b-b4b1-f81919fd3df3,98.39,93.52,Doxycycline;Tetracycline;Minocycline
tet(M),d14bdf8a-76e7-42cd-88f0-a81219745a96,91.82,94.81,Doxycycline;Tetracycline;Minocycline
tet(M),f48bf8eb-b3c1-49d0-9520-c7ed9b036dbb,80.78,95.59,Doxycycline;Tetracycline;Minocycline
tet(O),098b872d-fa0d-48c4-b95f-c74c46fa8f51,84.01,94.85,Doxycycline;Tetracycline;Minocycline
tet(O),1e02165a-eb08-46b7-897a-0255913c35dc,98.54,95.72,Doxycycline;Tetracycline;Minocycline
tet(O/W)-1,c3520878-cd92-41ba-977b-0805554ea342,82.29,88.64,Doxycycline;Tetracycline;Minocycline
tet(Q),c6b65770-3628-41a3-b5fe-f65197b79a52,91.28,95.7,Doxycycline;Tetracycline;Minocycline
tet(T),35afe4b0-d4cd-4855-952d-e174aeeb9e4e,97.96,86.81,Doxycycline;Tetracycline;Minocycline
tet(T),d682e376-c5ac-426f-b7d2-deddf318b292,98.31,88.55,Doxycycline;Tetracycline;Minocycline
tet(W),0378bf6c-086f-4a8c-97bf-f0dd20ad2f2a,97.14,88.59,Doxycycline;Tetracycline;Minocycline
tet(W),122d9b3a-f5d7-476b-9f8c-5c77d2817d78,82.76,94.66,Doxycycline;Tetracycline;Minocycline
tet(W),184995f9-cf81-40b0-a826-89bd8346229a,98.23,94.77,Doxycycline;Tetracycline;Minocycline
tet(W),223a811a-73b8-44b6-aef9-8df07a5709fe,96.72,90.86,Doxycycline;Tetracycline;Minocycline
tet(W),9165c7c8-0864-47ee-ad1f-7711fe2789ca,98.59,93.35,Doxycycline;Tetracycline;Minocycline
tet(W),b134842a-3864-4ca6-8caf-7aa57e263ba4,96.67,91.88,Doxycycline;Tetracycline;Minocycline
tet(W),cef052e5-0a22-4480-8494-315bb0afdfd3,94.58,86.75,Doxycycline;Tetracycline;Minocycline
tet(W),de06b4c8-3028-46a2-99cd-ac86642d5c66,98.12,93.9,Doxycycline;Tetracycline;Minocycline
tet(W),eb4ce694-b9d7-44c4-ae46-dd046178ee7d,98.39,93.61,Doxycycline;Tetracycline;Minocycline
tet(W),f52a5c5b-5917-42b6-bdbb-898df88229ad,97.71,89.43,Doxycycline;Tetracycline;Minocycline
