Gene,ReadID,Coverage %,Identity %,Resistance
cmlA1,fa9813c2-b6a7-40f6-adfb-00ebd0c6ecf6,98.81,93.96,Chloramphenicol
cmx,207c00f9-2d20-4b0b-9cb3-0ca4e29797d1,98.55,89.82,Chloramphenicol
cmx,5dc8ee8a-0f55-458a-a101-7f32a3790c4a,98.47,95.43,Chloramphenicol
dfrA14,1442daf5-21eb-4e17-a893-243510c805b2,96.89,93.83,Trimethoprim
dfrA14,bd4a0869-2a6f-4b5a-a103-8596acab2fee,99.59,96.93,Trimethoprim
dfrA14,c8c4b47b-2c7c-4b3a-b8d0-8ce948df03eb,99.17,96.93,Trimethoprim
dfrD,01a1607a-d3cd-40e8-bf98-a2e39a385d09,98.16,96.34,Trimethoprim
dfrD,f80ce6f5-afd1-41f3-a817-3b698ec5cebe,98.77,94.41,Trimethoprim
erm(F),c29b40c7-2747-49cb-a1fb-5449e5d9c8b7,98.5,92.41,Erythromycin;Lincomycin;Clindamycin;Quinupristin;PristinamycinIA;VirginiamycinS
floR,03343a19-d461-4962-a6f1-d39765221620,98.27,91.42,Chloramphenicol;Florfenicol
floR,03485674-fa76-46e4-bde9-2205a794489f,98.44,92.55,Chloramphenicol;Florfenicol
floR,08a15205-7402-44f4-8d59-6cbb388c93d4,98.11,92.65,Chloramphenicol;Florfenicol
floR,09f7d972-93ec-4496-897d-0a994a85a60a,98.77,93.78,Chloramphenicol;Florfenicol
floR,0c870d68-1608-407c-8d4f-eb4eb24481d8,98.35,93.08,Chloramphenicol;Florfenicol
floR,0d976b52-7165-4bba-a822-50e4dbaae716,99.26,94.14,Chloramphenicol;Florfenicol
floR,0eadc37e-f495-4b28-acf2-adbf95288e0e,99.01,93.22,Chloramphenicol;Florfenicol
floR,0f607a4e-f57b-40ef-a6d5-8f4a9c994479,98.85,93.39,Chloramphenicol;Florfenicol
floR,144745d2-153d-4028-94f2-a0abf1ac440a,95.06,87.56,Chloramphenicol;Florfenicol
floR,18d9748d-5789-427d-915e-a2f4b401b59f,98.52,92.15,Chloramphenicol;Florfenicol
floR,1a820aec-743b-497c-bbee-80d6c01e4f69,97.86,91.56,Chloramphenicol;Florfenicol
floR,1a8d5fd6-4437-4fa8-9479-7a347c714ddd,97.94,92.56,Chloramphenicol;Florfenicol
floR,1c056354-70cf-477f-b3b1-e01b271cb532,97.94,92.79,Chloramphenicol;Florfenicol
floR,266f247c-8e8c-416d-9fb6-129887de6e0f,97.7,92.32,Chloramphenicol;Florfenicol
floR,2955620b-52a6-4877-8d7d-2dd3e68d520e,97.2,92.55,Chloramphenicol;Florfenicol
floR,2e0febb5-a7ff-4751-a12a-198a382b2c43,97.78,91.03,Chloramphenicol;Florfenicol
floR,31cae278-8ea7-41e0-8394-f3278e1d1661,97.61,88.95,Chloramphenicol;Florfenicol
floR,31f6810e-2c57-432c-a9c2-8bf7fdd836e4,97.78,90.03,Chloramphenicol;Florfenicol
floR,371eefff-d620-4f47-b6fc-89a101eb440f,97.61,90.86,Chloramphenicol;Florfenicol
floR,39be66e4-f738-4fdc-a5c4-a2a8c6e39e00,98.44,93.73,Chloramphenicol;Florfenicol
floR,3abee712-db11-4955-a5d7-887f7e2ef147,98.85,94.75,Chloramphenicol;Florfenicol
floR,3c825c20-5bcf-49a0-b006-1fc3583c860c,96.54,90.2,Chloramphenicol;Florfenicol
floR,42b2f9c1-b7b9-4837-986e-2baa3d8b86be,98.6,92.19,Chloramphenicol;Florfenicol
floR,42e8824c-c65c-4445-b696-a56b6b491f10,98.35,93.29,Chloramphenicol;Florfenicol
floR,44077c9c-257b-4327-a915-0585b2904a72,98.6,92.22,Chloramphenicol;Florfenicol
floR,45089133-07e5-4018-bd36-c8c0d617984a,96.87,90.65,Chloramphenicol;Florfenicol
floR,45c25938-0dec-4f8d-8d66-cb86d1c3bb4f,98.6,93.56,Chloramphenicol;Florfenicol
floR,4612e35c-84ce-438a-b730-71b6d9b3901e,97.94,90.23,Chloramphenicol;Florfenicol
floR,4874ca95-2a0c-4568-8deb-0d772368a9dd,97.78,91.66,Chloramphenicol;Florfenicol
floR,49af3b58-89ea-4c4c-83f3-689271bae42a,96.87,91.98,Chloramphenicol;Florfenicol
floR,4df15e89-4c61-4ec0-825b-bfa65daa848b,98.93,93.61,Chloramphenicol;Florfenicol
floR,4e01e82d-a27a-4f22-b7f7-16f41da5ccba,98.19,93.3,Chloramphenicol;Florfenicol
floR,5205cc6d-7b72-4676-8c58-d2479c9cc64b,98.6,92.75,Chloramphenicol;Florfenicol
floR,5350022a-74c1-448f-9d3f-cd767c41dc0a,97.28,89.69,Chloramphenicol;Florfenicol
floR,53ca9495-12d4-42ca-9bab-0a58dfa7f8d3,98.85,92.71,Chloramphenicol;Florfenicol
floR,54e66703-8eea-403a-975c-a8f26da58be4,94.9,88.39,Chloramphenicol;Florfenicol
floR,5894138d-dd9c-40fa-afd5-7efb4d4b2582,97.78,91.87,Chloramphenicol;Florfenicol
floR,58ac15a0-7381-4d65-b182-1ded6b92cfc9,98.93,93.38,Chloramphenicol;Florfenicol
floR,5bc41237-489f-4be8-8d52-97eb53a27d70,97.86,90.13,Chloramphenicol;Florfenicol
floR,5c5706f2-d873-4aa4-91f0-5be490372fc2,98.85,94.62,Chloramphenicol;Florfenicol
floR,6915d07a-8c7c-4d5c-b1f9-8889016fb247,94.9,89.24,Chloramphenicol;Florfenicol
floR,718e3fe1-5b95-4be8-a88d-24a310f94784,98.35,92.5,Chloramphenicol;Florfenicol
floR,719c689f-fff4-4114-bbf5-6f916138df3d,98.11,91.83,Chloramphenicol;Florfenicol
floR,71c620f2-cc48-4339-8eb0-698b22e0337a,98.27,93.95,Chloramphenicol;Florfenicol
floR,726f2c93-dee2-4df5-86a3-61c8561425b8,98.02,94.51,Chloramphenicol;Florfenicol
floR,7349be7f-4c70-4c48-89be-1f0c26e4265e,99.01,92.92,Chloramphenicol;Florfenicol
floR,73debb43-fe89-4d89-8639-ce96d7395da8,97.7,89.07,Chloramphenicol;Florfenicol
floR,751c84cd-c3a4-406f-9910-ca7ea9cedf27,98.93,93.12,Chloramphenicol;Florfenicol
floR,768bdb5f-824b-4dd6-be7a-4e595857a57b,98.6,94.36,Chloramphenicol;Florfenicol
floR,78ecd896-318d-4afe-8767-ea56e8c751f0,98.77,94.68,Chloramphenicol;Florfenicol
floR,7b4cea91-8524-4981-a4f3-bf72582a376e,98.77,93.3,Chloramphenicol;Florfenicol
floR,7d28a37e-d293-48e5-9d73-94e83655f3bb,98.52,92.59,Chloramphenicol;Florfenicol
floR,7fcd0fa0-8698-44e0-91d6-a335443159cd,98.52,93.07,Chloramphenicol;Florfenicol
floR,8cfe231d-ac29-42f4-b4e7-92654bacbb01,95.72,90.44,Chloramphenicol;Florfenicol
floR,8d76f3d0-f071-4035-a70d-c14fde027694,98.68,93.34,Chloramphenicol;Florfenicol
floR,8e52439b-a824-46ad-825d-d61660bd882f,98.85,94.76,Chloramphenicol;Florfenicol
floR,8eeff6bd-a002-498f-bb7d-e3ff15c4c85c,98.35,91.32,Chloramphenicol;Florfenicol
floR,93e242c7-fd9e-4417-96b3-6590b78898ca,97.94,93.8,Chloramphenicol;Florfenicol
floR,948c0bc3-f10b-484a-9690-43e3ffe6bbcd,97.78,92.17,Chloramphenicol;Florfenicol
floR,95cc1a6b-0c8c-4c88-8b56-4abb1f08f9b1,97.94,90.86,Chloramphenicol;Florfenicol
floR,96b74c3a-5597-40a8-b918-e6dc9ccf641d,98.6,92.04,Chloramphenicol;Florfenicol
floR,99700007-ab92-44e0-8546-4271e784ff07,97.61,89.8,Chloramphenicol;Florfenicol
floR,9dfa861d-da1d-4d26-a1c9-d29f80a948e4,97.78,92.34,Chloramphenicol;Florfenicol
floR,9ea00671-c604-4ca1-9b27-04c1334a1bf9,97.12,90.95,Chloramphenicol;Florfenicol
floR,9f77552a-77d1-4eeb-abd9-19fb54e34efe,97.04,89.94,Chloramphenicol;Florfenicol
floR,a8c01945-42d3-4294-b10b-653a9795cc25,99.01,94.67,Chloramphenicol;Florfenicol
floR,aa2c9ac6-d3a8-4f9a-adfa-98507b0009dd,98.68,92.86,Chloramphenicol;Florfenicol
floR,af6365cd-edc1-47e4-a92d-de74b4d6ba93,97.7,90.87,Chloramphenicol;Florfenicol
floR,af7dd3c9-8061-474a-b762-c6804acd0ed7,96.54,92.26,Chloramphenicol;Florfenicol
floR,b21d0fc5-07e1-400d-b57f-d098cfe175a2,99.01,92.97,Chloramphenicol;Florfenicol
floR,b233cb11-e818-4c42-8eba-964f339b523c,98.44,93.28,Chloramphenicol;Florfenicol
floR,b37acef6-f8f4-4723-8901-c65ef6185a9e,91.28,91.96,Chloramphenicol;Florfenicol
floR,b48778e1-4268-4a69-8296-64cb6a113bff,98.19,92.31,Chloramphenicol;Florfenicol
floR,b6dcfc3e-610a-4239-93f1-f0842c7d4497,97.78,92.65,Chloramphenicol;Florfenicol
floR,ba9e2d9d-e152-4464-92b8-38e3f0025cbc,98.02,93.7,Chloramphenicol;Florfenicol
floR,c1e21f31-3370-4c8b-a324-c66de9a091e6,98.02,91.09,Chloramphenicol;Florfenicol
floR,c38b02d0-d95d-4e68-b9a3-866e22d0969d,98.68,93.5,Chloramphenicol;Florfenicol
floR,c472507c-39e7-48b4-aab5-a5a641685133,98.02,90.98,Chloramphenicol;Florfenicol
floR,c9ee48ab-c7e9-4335-a2ea-bf33d0579e0c,98.02,92.29,Chloramphenicol;Florfenicol
floR,cc57ad7b-cb1f-4547-b198-955b6aa890aa,96.46,85.6,Chloramphenicol;Florfenicol
floR,ce32795e-20a1-4f05-9740-4cd933e741fb,92.67,89.18,Chloramphenicol;Florfenicol
floR,d8b465ab-d88b-43a0-8e6c-49df7da51661,96.63,91.2,Chloramphenicol;Florfenicol
floR,d94119e5-36c4-42c8-9377-911b6d806977,98.27,93.38,Chloramphenicol;Florfenicol
floR,db48a4ba-b681-48f9-a239-a25084448b5e,98.35,92.81,Chloramphenicol;Florfenicol
floR,de2c0b4a-a9c8-435f-adca-dcbbd3f506ad,97.53,92.35,Chloramphenicol;Florfenicol
floR,dfbb30c5-26e9-4d9d-9951-d67ee914e121,99.01,94.29,Chloramphenicol;Florfenicol
floR,e1e174bb-2059-41cb-8ccd-6f497c61b56c,99.01,94.7,Chloramphenicol;Florfenicol
floR,e31339b8-ab47-44e1-b2f5-0fbcb2c56fda,99.18,93.74,Chloramphenicol;Florfenicol
floR,e6e1d303-5a85-4e54-a7a4-971c2bb98b6a,99.34,93.15,Chloramphenicol;Florfenicol
floR,e83b35ad-c5bf-4442-af6e-f409673ea37e,95.23,92.77,Chloramphenicol;Florfenicol
floR,ed598fe7-8293-4670-8bc4-39f77d82392c,97.53,92.01,Chloramphenicol;Florfenicol
floR,ef4e6629-d268-448d-ae88-68dd237ff186,96.79,86.74,Chloramphenicol;Florfenicol
floR,f4e9030c-0a9c-4702-bd24-c76e34f32aaa,96.13,91.56,Chloramphenicol;Florfenicol
floR,f6643f07-7122-4b65-909a-e5170cbb19b1,96.95,88.47,Chloramphenicol;Florfenicol
floR,f6c6bf87-c5d4-41df-8d09-00bd714c0d25,98.85,94.36,Chloramphenicol;Florfenicol
floR,f6cdbc37-9616-4f88-9f3b-4834f768570a,98.19,94.12,Chloramphenicol;Florfenicol
floR,f846006a-d8d3-4ac3-9893-80af4f0c9193,85.1,91.95,Chloramphenicol;Florfenicol
floR,fa42c9a4-b49a-4115-9185-9c6ded52e555,98.77,91.25,Chloramphenicol;Florfenicol
floR,fa7116bb-f02b-4e35-adb3-cf0095dcd2a0,97.86,91.04,Chloramphenicol;Florfenicol
floR,fa897175-3c7c-4ecf-8a4f-58f42f913eec,97.2,92.1,Chloramphenicol;Florfenicol
floR,fba2fe62-37cc-4d2f-a517-a5e5f6077d75,98.35,93.47,Chloramphenicol;Florfenicol
floR,fc7dc242-8d1f-4219-940b-8e61f9405187,98.02,93.24,Chloramphenicol;Florfenicol
floR,fd46fcfb-f92a-40db-aacd-48f2d5751b38,99.26,95.04,Chloramphenicol;Florfenicol
floR,fd99edd3-c41c-4cd7-919d-4d85d56c2ffd,98.68,95.25,Chloramphenicol;Florfenicol
floR,fe6f6b13-67ca-4ed8-855d-f07a7821ec59,98.02,92.67,Chloramphenicol;Florfenicol
floR,ffa8e084-0df7-4584-9ea7-b8da849c8991,98.35,93.39,Chloramphenicol;Florfenicol
hugA,64607afe-e3de-451f-9704-151ebc3fc109,99.11,84.91,Unknown
lnu(C),0162561b-c657-44bc-843e-b62d48f92e96,98.59,93.47,Lincomycin
mdf(A),113b43cf-6982-4600-8014-504f15a3e121,94.73,85.23,Unknown
mdf(A),5645ad85-7111-499a-b4b5-ac2005f7b9b8,94.16,86.47,Unknown
mdf(A),65e443bb-cf79-4259-946a-ef12985e9dab,98.3,93.4,Unknown
mdf(A),82824613-35d3-46eb-aa5f-eec2baedecee,97.24,88.17,Unknown
mdf(A),a5ff0e34-d2a3-4d37-93ed-21664ef1cbbd,98.38,93.56,Unknown
mdf(A),a6ace9ba-3f4d-4f2b-8c12-09db351a9acd,81.91,92.14,Unknown
mef(A),cd441389-bf6f-49f5-8e0b-8e679affe557,95.73,85.61,Erythromycin;Azithromycin
mph(A),bd4a0869-2a6f-4b5a-a103-8596acab2fee,83.0,92.61,Erythromycin;Azithromycin;Spiramycin;Telithromycin
qnrB19,03a1f505-72ea-4e1e-9afe-56cff8f74cc4,96.12,88.72,Ciprofloxacin
qnrB19,dbe84f7e-e4c9-41c9-bfa7-dd94e71a50cb,96.9,91.13,Ciprofloxacin
qnrB52,a61cc570-4cce-4430-bb3c-444d74794ca8,98.6,94.11,Ciprofloxacin
qnrB52,dbca91b1-c255-43e5-8c13-da01415cc90a,98.6,93.28,Ciprofloxacin
qnrD1,0023e01f-2341-43c4-b546-505c982bf0df,93.49,93.27,Ciprofloxacin
qnrD1,003e2dd1-3449-4502-8fe6-61f848ec7fce,98.6,96.74,Ciprofloxacin
qnrD1,004917db-51f4-43ae-b9b9-d99ef35aae3c,97.98,95.06,Ciprofloxacin
qnrD1,00801e93-16bf-4f30-8b22-cd6852b608d2,98.29,93.72,Ciprofloxacin
qnrD1,008e6a0c-0981-4b75-b865-12402bc4ac9e,98.14,95.08,Ciprofloxacin
qnrD1,00936305-1fe2-4182-a53e-ef446755487f,97.36,92.96,Ciprofloxacin
qnrD1,0096a218-0b97-44a4-bd3f-89247c6772f5,99.22,95.7,Ciprofloxacin
qnrD1,009d7143-4612-427f-beb3-f7f056975644,97.98,96.29,Ciprofloxacin
qnrD1,00a387a6-1417-46c9-843f-e4192ef2490b,98.45,95.7,Ciprofloxacin
qnrD1,00b82b69-c340-486d-8271-08c498b24f68,91.78,94.04,Ciprofloxacin
qnrD1,00d12f6b-6e58-4278-a993-df82da538bda,98.76,96.46,Ciprofloxacin
qnrD1,00d264b1-a2f6-463f-88b7-ab2453614e39,97.98,89.91,Ciprofloxacin
qnrD1,00d4d083-0152-4094-a5c4-84a2ec862dc9,98.45,95.53,Ciprofloxacin
qnrD1,00d54556-a951-4b99-abf8-1469b5277da7,97.21,94.7,Ciprofloxacin
qnrD1,00de4501-f106-4bfb-9eca-eb3dc73c08b1,99.38,96.91,Ciprofloxacin
qnrD1,00e85bc8-7c08-40d8-9378-ee0b3418637d,98.76,93.42,Ciprofloxacin
qnrD1,0100d372-a8fe-4696-867e-6f864570cf63,96.43,95.61,Ciprofloxacin
qnrD1,01012e20-c545-4075-b630-09a2f49cbd0a,98.91,96.01,Ciprofloxacin
qnrD1,01012e20-c545-4075-b630-09a2f49cbd0a,93.02,83.96,Ciprofloxacin
qnrD1,0120f975-91cb-4c88-ac16-ebcbba6d8eed,99.38,98.15,Ciprofloxacin
qnrD1,012341ff-878a-4cb5-bd2a-a9388f439140,97.98,97.82,Ciprofloxacin
qnrD1,01322dc2-537b-4197-8d83-17e5554df11a,98.14,93.73,Ciprofloxacin
qnrD1,013b21c9-79da-44ca-a0c6-5f894b00e60b,98.29,96.0,Ciprofloxacin
qnrD1,013e66b1-99a2-44ce-ab09-fe59c9b97f69,98.29,95.98,Ciprofloxacin
qnrD1,016f3f1d-afe9-40c2-9653-dec5b0ebca96,99.38,93.23,Ciprofloxacin
qnrD1,018c29ee-6ea9-42b3-8197-4e40a0c50939,88.37,96.05,Ciprofloxacin
qnrD1,019573e4-f74f-4efc-a79e-79dd91c941ea,97.52,93.42,Ciprofloxacin
qnrD1,019f5f0a-0e5e-452c-90c1-4923e8884900,98.6,96.74,Ciprofloxacin
qnrD1,01b32155-7435-41ed-91ed-13dd7bac783c,91.32,96.34,Ciprofloxacin
qnrD1,01ba57c8-b2d1-4450-bdd4-0903848e1e20,97.52,94.47,Ciprofloxacin
qnrD1,01dd3aa3-ffc5-451f-8113-f331d8f2d92b,99.22,96.16,Ciprofloxacin
qnrD1,01e5cb93-bb24-4913-a436-01bd4d2733ae,97.83,94.0,Ciprofloxacin
qnrD1,02161a4e-f738-4a7e-a109-61d6503d993c,96.28,90.7,Ciprofloxacin
qnrD1,022df10a-c641-4b7e-af4a-c2ba3351d9f7,98.91,94.95,Ciprofloxacin
qnrD1,022f8dec-1afa-4ac7-a794-b84e413ad392,98.91,97.23,Ciprofloxacin
qnrD1,023083c3-a900-4860-8394-3edb5370db3e,98.6,96.44,Ciprofloxacin
qnrD1,02534eb3-3319-421f-b16c-efb93028c19b,97.52,93.41,Ciprofloxacin
qnrD1,028e965c-d1d3-4fab-8720-6e62097dad4f,97.98,93.52,Ciprofloxacin
qnrD1,02923ffb-4df2-43b4-8a9b-c803898f2181,98.14,91.91,Ciprofloxacin
qnrD1,02bb3054-be66-44bf-bb70-8de76bf39ffb,97.98,94.31,Ciprofloxacin
qnrD1,02bd5655-da61-4a20-b7a8-b0cba2d3e328,97.52,90.7,Ciprofloxacin
qnrD1,02d20f60-c7d3-4865-9dd7-5c3bb4cae027,99.22,97.07,Ciprofloxacin
qnrD1,02e56d85-0183-457a-9367-c5ce9a38b70e,97.98,95.06,Ciprofloxacin
qnrD1,02f33413-9b3e-430c-805a-7bba6d111aa3,98.29,95.08,Ciprofloxacin
qnrD1,0314b4fb-7bf5-4512-92f6-67ec3c943d57,96.59,92.88,Ciprofloxacin
qnrD1,03514e73-0097-4762-aee4-ed2aa7ada79b,99.22,97.68,Ciprofloxacin
qnrD1,0352303d-8954-4588-b114-a283beeae4e7,97.98,95.39,Ciprofloxacin
qnrD1,03886e95-da05-4953-adcc-f2bde872a906,98.91,95.67,Ciprofloxacin
qnrD1,038afccd-d84c-4ced-8466-049ae3966143,98.76,93.44,Ciprofloxacin
qnrD1,0397eafa-179e-4cca-94de-f08ee06ca068,98.45,96.89,Ciprofloxacin
qnrD1,039d70ef-115c-4b9f-b6e4-936db1fd3d62,88.68,92.76,Ciprofloxacin
qnrD1,03b4e415-5be0-4966-abd9-4ca9cc33a286,97.83,92.25,Ciprofloxacin
qnrD1,03e17774-01f0-4203-bad8-34cf4ad8b818,98.45,95.53,Ciprofloxacin
qnrD1,040020fb-8c26-4e64-adfa-d269abc63165,98.29,93.55,Ciprofloxacin
qnrD1,0406e8f3-6684-47f1-b2c6-c1faeb65c7e4,95.81,94.15,Ciprofloxacin
qnrD1,040968bb-765b-4b3a-9d22-c342371d3440,92.25,93.15,Ciprofloxacin
qnrD1,0416b447-b881-45c1-9907-e816b3397afa,97.83,94.9,Ciprofloxacin
qnrD1,0448ba4a-9e98-47ed-b7d0-764d42a1508c,99.22,93.68,Ciprofloxacin
qnrD1,044bd1ec-3625-4527-920f-3e560c769cfb,97.52,94.89,Ciprofloxacin
qnrD1,0450dd88-c48b-4e66-8508-7348dac2cede,98.91,96.47,Ciprofloxacin
qnrD1,045f7eb3-99d9-45ae-8646-b160e7982012,99.07,95.86,Ciprofloxacin
qnrD1,04714a05-4ab0-4238-92b6-2fbaa50260c4,97.83,92.45,Ciprofloxacin
qnrD1,047f87bc-2db1-4974-bb09-15a9d730730a,95.66,87.98,Ciprofloxacin
qnrD1,0489d23f-1485-4052-8031-26b427de07de,98.45,94.03,Ciprofloxacin
qnrD1,048d42bf-b649-403e-8708-ded07a4b5a94,98.6,96.75,Ciprofloxacin
qnrD1,048dd479-0f93-42f6-a67d-47f3e244e432,98.14,93.17,Ciprofloxacin
qnrD1,0491cffc-1704-4074-a748-b718e43b02d9,99.38,96.63,Ciprofloxacin
qnrD1,0494c057-94ba-43ec-b4b9-af2c19d078b6,98.29,95.84,Ciprofloxacin
qnrD1,04acb086-075a-414f-9397-740878d9f4b9,99.07,97.06,Ciprofloxacin
qnrD1,04c62e3c-0399-4077-b6bb-97d1dbd13a4f,98.91,95.08,Ciprofloxacin
qnrD1,04c8c646-9154-4a6b-b2cf-723136bf2497,99.53,96.46,Ciprofloxacin
qnrD1,04d3564e-8d4d-4dd7-8194-5c7b7bb91f40,97.83,94.76,Ciprofloxacin
qnrD1,04e79284-4336-4374-8db1-788299781c11,89.15,96.77,Ciprofloxacin
qnrD1,04f230f2-4631-4e0f-ac3c-d71766594bfc,99.22,97.52,Ciprofloxacin
qnrD1,05089b0f-e99f-42a5-bf6b-ff9ae8a448de,97.52,92.21,Ciprofloxacin
qnrD1,050973e8-bd4c-4b23-a3f8-d79f41c94e18,96.28,89.16,Ciprofloxacin
qnrD1,05241900-cfc5-42a0-beef-c6281e488a57,98.14,94.14,Ciprofloxacin
qnrD1,052be2ce-e84a-4ee5-a47b-448b0647abbd,98.91,94.7,Ciprofloxacin
qnrD1,054bd65d-9b71-4e16-b029-3bd1bf4c0085,98.45,95.68,Ciprofloxacin
qnrD1,054f6ed5-5be3-41f3-b3b2-b33742d52c74,97.83,94.34,Ciprofloxacin
qnrD1,0580a087-fa23-4501-870a-47bed5031abe,97.52,96.86,Ciprofloxacin
qnrD1,05c577a1-2e5d-4ae9-8c59-ba7750c504a9,98.76,94.01,Ciprofloxacin
qnrD1,05c6cdf9-80e1-4dfd-9311-fc2c30a2bdd6,97.52,92.58,Ciprofloxacin
qnrD1,05e7b3fb-909a-4989-ab21-000be7e2e4f4,98.91,94.64,Ciprofloxacin
qnrD1,05eec679-e639-4760-9d6c-790db0eb6495,98.6,93.27,Ciprofloxacin
qnrD1,05fa7fa4-751e-4c63-8872-9076f6133f3f,97.05,94.24,Ciprofloxacin
qnrD1,05fc1536-969f-4503-8a2e-59286bea1472,97.67,93.96,Ciprofloxacin
qnrD1,062c1f3a-da3d-4ced-8033-a688799a9713,97.67,93.08,Ciprofloxacin
qnrD1,062eb981-2a98-4425-9d4d-cf557f664c25,98.45,94.95,Ciprofloxacin
qnrD1,06468c08-c448-4c19-b11a-793bcfb8dafb,98.14,96.44,Ciprofloxacin
qnrD1,06645486-6102-4d22-8560-c77cc29d5900,98.29,93.64,Ciprofloxacin
qnrD1,0681a5f5-be7b-4efd-84f7-3523621dcfaa,97.21,93.09,Ciprofloxacin
qnrD1,06a2d37f-701a-4099-a60b-7e8c686fb69f,98.76,93.21,Ciprofloxacin
qnrD1,06a755fe-9af1-4f1d-b724-8b080d4f2e60,98.76,97.07,Ciprofloxacin
qnrD1,06be507a-7b7e-4d65-bd94-2d9c38822bde,84.19,90.16,Ciprofloxacin
qnrD1,06be6548-1444-4d17-bf97-43d6836b0d57,99.53,98.3,Ciprofloxacin
qnrD1,06c0476a-bce1-4f89-8fed-bd99a2923977,98.6,94.02,Ciprofloxacin
qnrD1,06c5d415-4cd5-4876-9aa8-963658ea3657,97.52,93.7,Ciprofloxacin
qnrD1,06fec577-2da5-452f-9729-be9679570ec5,97.98,95.82,Ciprofloxacin
qnrD1,06fec577-2da5-452f-9729-be9679570ec5,90.7,82.24,Ciprofloxacin
qnrD1,0702b0ed-f5cd-476c-9566-5f882a48698a,98.6,95.25,Ciprofloxacin
qnrD1,073dd87d-dc14-4d27-adee-eb1b79916349,99.07,97.09,Ciprofloxacin
qnrD1,07433f38-d7dc-4d46-83a7-1a72d9ced9b3,98.14,96.44,Ciprofloxacin
qnrD1,0763be86-85d6-4f35-bf49-d8f4e2d87b34,99.07,95.69,Ciprofloxacin
qnrD1,0780c877-1345-4817-8581-447fa4ac3678,98.29,95.85,Ciprofloxacin
qnrD1,07930d48-cf8d-4de7-a0e3-b47da41e802f,97.83,94.46,Ciprofloxacin
qnrD1,07c31c31-dd9c-43cb-8d98-70bf655729e9,97.36,94.08,Ciprofloxacin
