Gene,ReadID,Coverage %,Identity %,Resistance
aadA5,df61c56b-7143-4d5a-a3cf-2701226b0c01,98.99,95.6,Streptomycin
aadA5,f22100f2-d457-42db-a36c-5b89b6f98b3d,97.08,93.34,Streptomycin
ant(2'')-Ia,2b471dc9-ad4d-4b87-89eb-112243b2eee7,100.0,97.41,Gentamicin;Tobramycin
ant(3'')-Ia,01d5e1e3-20e6-4b41-bc47-cbc71df43820,81.38,91.95,Streptomycin
ant(3'')-Ia,1793efd3-e4eb-4f6c-8428-ad972c15e16d,80.76,92.02,Streptomycin
ant(3'')-Ia,b69aac99-4cb7-4335-ab20-aa0bb4256296,81.48,95.17,Streptomycin
ant(6)-Ia,0a916858-a17d-4e86-b442-76865b2687ad,98.15,93.6,Streptomycin
ant(6)-Ia,67ddd29f-f5ed-4900-88bb-64dfdec7e6b9,89.35,93.62,Streptomycin
ant(9)-Ia,8189097d-be18-4d97-af70-0c49ed1c0b91,98.08,91.51,Unknown
aph(3'')-Ib,51a386a0-ba95-468d-a99f-31c38550a937,97.51,93.24,Streptomycin
aph(3'')-Ib,7157735d-64c5-4da3-b94e-374772a384ff,97.76,92.35,Streptomycin
aph(3'')-Ib,7d477b9d-7ded-4be5-96d8-10f3b0724d26,98.26,95.17,Streptomycin
aph(3'')-Ib,98a696ae-351f-4400-825d-376f135f7e6f,98.38,93.37,Streptomycin
aph(3'')-Ib,a3d83086-1ac3-404f-a81f-f8ead3839d45,99.13,95.56,Streptomycin
aph(3'')-Ib,b768983a-a902-4519-9c31-9958ddb5a6f5,99.0,95.48,Streptomycin
aph(3')-Ia,0118d1db-de61-44be-b65d-8b95bda886eb,98.16,94.76,Unknown
aph(3')-Ia,435f658c-e8ef-41b5-a049-96d95752548d,97.79,94.26,Unknown
aph(3')-Ia,5b9ae2a3-e6cc-4bab-9a46-4afbeb5fdcd8,94.73,89.78,Unknown
aph(3')-Ia,756b0fbe-1066-4917-ae2b-c2fd9010bf14,98.77,94.88,Unknown
aph(3')-Ia,b85c3582-30e1-47df-a55c-2bdc083ce012,99.51,93.61,Unknown
aph(3')-Ia,c9256ef4-8581-4698-ae79-57ae7fc62b00,99.14,95.15,Unknown
aph(3')-Ia,c9b09c75-22bb-4594-9a99-20385050ec1c,96.81,91.73,Unknown
aph(3')-Ia,ccb49346-7706-4c3c-b356-71824c444b2c,98.41,95.14,Unknown
aph(3')-Ia,e8554cef-ad06-4679-b525-ae41f5622f3b,98.53,94.65,Unknown
aph(3')-Ia,f8f4505f-ecd5-4635-b774-cf8cc39d60ea,97.18,96.28,Unknown
aph(6)-Id,51a386a0-ba95-468d-a99f-31c38550a937,96.89,94.27,Streptomycin
aph(6)-Id,7157735d-64c5-4da3-b94e-374772a384ff,95.1,90.18,Streptomycin
aph(6)-Id,98a696ae-351f-4400-825d-376f135f7e6f,98.09,93.12,Streptomycin
aph(6)-Id,a3d83086-1ac3-404f-a81f-f8ead3839d45,98.81,96.46,Streptomycin
aph(6)-Id,bec2741c-dfdf-46a0-a34c-c2244bcc8b6d,85.07,95.61,Streptomycin
aph(6)-Id,e8554cef-ad06-4679-b525-ae41f5622f3b,98.45,94.68,Streptomycin
blaCARB-2,a931cdf7-f723-4246-be68-c9404bd62adf,99.65,98.28,Ampicillin;Amoxicillin;Piperacillin
blaCMY-129,861ae3ba-9349-47d1-8e2d-14aeef6b4159,86.47,93.83,Amoxicillin;Amoxicillin+Clavulanicacid;Ampicillin;Ampicillin+Clavulanicacid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanicacid
blaCTX-M-138,d1c79f2c-cb20-40f7-aeb7-175e981ec7b0,94.63,93.13,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
blaCTX-M-32,89260a05-da72-4256-896c-c56c4f3f3865,98.52,95.12,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
blaCTX-M-32,afe07903-772b-4711-b35d-7190588d0510,98.74,93.87,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
blaCTX-M-32,e8da19f2-273c-448c-af3d-b48d381ca0a1,97.72,93.68,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
blaDHA-10,7acfd500-5294-4cc3-a09b-987252f13280,98.07,90.3,Amoxicillin;Amoxicillin+Clavulanicacid;Ampicillin;Ampicillin+Clavulanicacid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanicacid
blaDHA-10,b36470cb-f140-4a8e-9bcb-ddc13d66b08f,97.37,90.35,Amoxicillin;Amoxicillin+Clavulanicacid;Ampicillin;Ampicillin+Clavulanicacid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanicacid
blaDHA-16,5b26e56e-88fc-43ec-a31b-64974c51a86f,97.54,92.43,Amoxicillin;Amoxicillin+Clavulanicacid;Ampicillin;Ampicillin+Clavulanicacid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanicacid
blaDHA-16,e7ce49a1-e431-4d4e-9e5d-2689dd9654ab,98.25,89.91,Amoxicillin;Amoxicillin+Clavulanicacid;Ampicillin;Ampicillin+Clavulanicacid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanicacid
blaMOR-2,921e356f-30a0-40e1-b5c1-fabf9515de85,97.11,90.11,Unknown
blaOXA-1,0edb1178-6233-45a9-895f-d9ca208c53c2,97.71,93.23,Amoxicillin;Amoxicillin+Clavulanicacid;Ampicillin;Ampicillin+Clavulanicacid;Cefepime;Piperacillin;Piperacillin+Tazobactam
blaOXA-1,1410c1ae-f5b0-46c7-bca1-e7ee20dae50b,92.42,89.38,Amoxicillin;Amoxicillin+Clavulanicacid;Ampicillin;Ampicillin+Clavulanicacid;Cefepime;Piperacillin;Piperacillin+Tazobactam
blaOXA-1,157f2fa6-4b4d-4e3d-acf3-d2c5b396cd9c,98.32,95.71,Amoxicillin;Amoxicillin+Clavulanicacid;Ampicillin;Ampicillin+Clavulanicacid;Cefepime;Piperacillin;Piperacillin+Tazobactam
blaOXA-1,41bbd2f0-adba-4c4f-9c38-e96b01ce318c,96.51,90.23,Amoxicillin;Amoxicillin+Clavulanicacid;Ampicillin;Ampicillin+Clavulanicacid;Cefepime;Piperacillin;Piperacillin+Tazobactam
blaOXA-1,a75c7a14-4bb6-4291-aeed-1a4937049267,98.56,96.2,Amoxicillin;Amoxicillin+Clavulanicacid;Ampicillin;Ampicillin+Clavulanicacid;Cefepime;Piperacillin;Piperacillin+Tazobactam
blaOXA-1,ab949c4c-534a-4214-9008-c85183e58481,98.92,96.77,Amoxicillin;Amoxicillin+Clavulanicacid;Ampicillin;Ampicillin+Clavulanicacid;Cefepime;Piperacillin;Piperacillin+Tazobactam
blaOXA-1,c57dd24a-87c6-458a-a8b3-e6b271a71002,96.03,90.09,Amoxicillin;Amoxicillin+Clavulanicacid;Ampicillin;Ampicillin+Clavulanicacid;Cefepime;Piperacillin;Piperacillin+Tazobactam
blaOXA-1,cb654fed-3703-45ce-8c5d-39a277c3a231,98.56,96.76,Amoxicillin;Amoxicillin+Clavulanicacid;Ampicillin;Ampicillin+Clavulanicacid;Cefepime;Piperacillin;Piperacillin+Tazobactam
blaOXA-1,e45c7e89-1192-4741-8047-4c27b210a05c,98.44,96.08,Amoxicillin;Amoxicillin+Clavulanicacid;Ampicillin;Ampicillin+Clavulanicacid;Cefepime;Piperacillin;Piperacillin+Tazobactam
blaOXA-1,e77342a1-9508-40fc-8bdf-fc63588e22b2,98.07,94.98,Amoxicillin;Amoxicillin+Clavulanicacid;Ampicillin;Ampicillin+Clavulanicacid;Cefepime;Piperacillin;Piperacillin+Tazobactam
blaOXA-1,f927e219-405d-46be-be6c-bbf1196a9511,98.68,96.66,Amoxicillin;Amoxicillin+Clavulanicacid;Ampicillin;Ampicillin+Clavulanicacid;Cefepime;Piperacillin;Piperacillin+Tazobactam
blaOXA-347,ccf4280a-3378-4d2e-abde-a6dd8ce799ba,99.64,97.96,Unknown
blaOXA-347,d65825e9-32ed-448f-9c5e-bdf9911f7bb8,99.39,96.17,Unknown
blaOXA-347,ece68f1d-4912-4b59-85db-3e62800bdc07,99.15,93.33,Unknown
blaOXA-534,511969c7-188c-4807-b232-35126d9b8aef,98.8,95.47,Unknown
blaOXY-6-2,7cce1c1d-647b-499e-9210-4eca54284ee0,98.28,94.42,Unknown
blaOXY-6-2,b3db10d4-4324-4a0f-a053-989e74a69057,98.97,96.12,Unknown
blaPLA-5A,0a0a1eb7-d84d-44a2-9bb8-27dba2334a06,98.63,94.68,Unknown
blaTEM-10,a4872fea-8b25-4ac1-bdce-2b850c1b1e08,91.41,80.77,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
blaTEM-104,55aa4192-97b7-4e08-94b5-479dc3bb63eb,89.08,92.6,Unknown
blaTEM-104,d2d78dcc-2c36-4462-8f7a-8b2120b95bf4,85.13,96.65,Unknown
blaTEM-106,5f133e60-2b63-48f9-8a1b-2949263a27fa,97.1,92.18,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
blaTEM-106,74c31d91-0c47-4516-a6d1-a23425b68314,98.37,90.92,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
blaTEM-106,89c9e692-e508-4f96-a82c-b3d7be367a8f,98.61,94.63,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
blaTEM-106,9bc08242-7d50-4c54-9d89-6447e98281a4,98.03,95.96,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
blaTEM-106,a1202e46-153a-4be9-ae68-43b57fec43af,98.72,95.4,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
blaTEM-122,16c08fd2-03cc-49db-968b-7404b0519433,98.84,94.93,Amoxicillin;Amoxicillin+Clavulanicacid;Ampicillin;Ampicillin+Clavulanicacid;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanicacid
blaTEM-128,1793efd3-e4eb-4f6c-8428-ad972c15e16d,96.17,88.49,Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
blaTEM-135,33393cd2-d313-423f-909e-c95581379d89,98.61,94.83,Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
blaTEM-141,aedabf95-6b62-479c-9a14-04023e5b7575,97.44,92.34,Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
blaTEM-143,95610539-4f6b-40ca-883d-de10860eb245,98.37,93.52,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
blaTEM-176,97093152-95c1-4c20-b406-9e5a3aaf2c98,97.68,94.04,Unknown
blaTEM-1B,01d5e1e3-20e6-4b41-bc47-cbc71df43820,98.72,94.6,Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
blaTEM-1B,581447cf-8e87-4900-9d93-57ceb180fbaf,98.49,95.08,Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
blaTEM-1B,bcefb1c4-786e-4d65-9431-75f52ca564f7,90.48,94.5,Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
blaTEM-1C,2a095ac6-7e01-4850-bfdb-f8b7efe4b5c8,96.28,88.38,Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
blaTEM-215,db45d585-835e-4b80-bb43-834546fce1f4,99.19,96.08,Unknown
blaTEM-216,4be5b451-8e09-4227-9f7b-6813cc556054,90.48,93.67,Unknown
blaTEM-29,6d1b32a5-1a6c-44f8-a479-60a8e179bfb0,90.48,94.83,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
cat(pC194),718e90ab-ae8c-477b-bd2f-32d0963b8a2f,96.01,90.69,Chloramphenicol
cat(pC221),4ec06b16-acee-4dcc-9b8c-ab2fef35a47c,99.54,96.47,Chloramphenicol
catA1,3093b31d-8229-4172-84e7-60bc351da124,98.33,94.43,Chloramphenicol
catA1,4a06f398-728a-4f89-90ac-a78f7551d7e8,97.12,94.98,Chloramphenicol
catA2,244ce88a-a624-4c36-9a33-61c6c75c84a5,98.75,95.79,Chloramphenicol
catA2,55a03e9d-2e52-4776-8a92-42ec9eebb6d2,97.35,93.02,Chloramphenicol
catA2,792a2706-1a76-44ae-8fe8-f230040097c1,98.44,84.05,Chloramphenicol
catA2,d7a50026-04f0-410e-ae2a-5c240912a2ed,99.07,83.64,Chloramphenicol
catA2,d939a1b4-af17-44ba-b449-bfb4e67f3f9b,97.2,96.38,Chloramphenicol
catA2,e713d43a-dbee-439a-98b3-0c4ef50059da,99.07,85.27,Chloramphenicol
catA2,fa69155f-713c-4548-9e06-88cc5fb650a6,99.53,96.61,Chloramphenicol
catB3,1410c1ae-f5b0-46c7-bca1-e7ee20dae50b,98.26,88.87,Chloramphenicol
catB3,157f2fa6-4b4d-4e3d-acf3-d2c5b396cd9c,99.05,95.61,Chloramphenicol
catB3,41bbd2f0-adba-4c4f-9c38-e96b01ce318c,95.58,90.11,Chloramphenicol
catB3,511969c7-188c-4807-b232-35126d9b8aef,97.16,96.04,Chloramphenicol
catB3,5deaa458-bfad-4c7f-9969-a747331a5fbc,95.1,86.83,Chloramphenicol
catB3,a75c7a14-4bb6-4291-aeed-1a4937049267,97.95,94.36,Chloramphenicol
catB3,ab949c4c-534a-4214-9008-c85183e58481,96.21,92.1,Chloramphenicol
catB3,c57dd24a-87c6-458a-a8b3-e6b271a71002,97.31,91.04,Chloramphenicol
catB3,e77342a1-9508-40fc-8bdf-fc63588e22b2,99.05,97.95,Chloramphenicol
catB3,f927e219-405d-46be-be6c-bbf1196a9511,98.74,95.31,Chloramphenicol
catQ,40f7a9cd-ccec-41f2-844b-8c6d3d186ae9,98.64,94.9,Chloramphenicol
catQ,dc9bbca9-33d1-4d8a-9bb5-cfcbf039193e,99.09,93.26,Chloramphenicol
catQ,f1f83400-17e0-4b0b-91f3-c98068409afe,97.58,93.56,Chloramphenicol
catQ,f893c8a5-5edd-4858-94a1-5b9dca8cd9e2,98.94,93.71,Chloramphenicol
cml,50c75546-5398-4b44-a52d-270d73b6a70a,80.42,92.81,Chloramphenicol
cmlA1,35dc1bd5-7acf-4dec-b0ff-cd19045308ba,98.73,95.51,Chloramphenicol
cmlA1,70485b7b-9bb7-4e61-babf-96c466589df9,98.17,93.64,Chloramphenicol
cmlA1,8859f822-bf69-491c-91eb-f63dacecfccf,97.94,93.53,Chloramphenicol
cmlA1,be28c496-31a2-4a46-934f-bf4de4ac62b4,99.21,96.53,Chloramphenicol
cmlA1,f3a2c506-a880-4169-b616-bd2e8ff895b5,97.94,94.95,Chloramphenicol
dfrA1,0304e0ae-e205-4f0a-9ef5-040580ca70f3,99.37,97.69,Trimethoprim
dfrA1,51a386a0-ba95-468d-a99f-31c38550a937,97.26,90.46,Trimethoprim
dfrA1,5e6c7ca8-3270-425d-a290-773e937dbe87,98.52,94.76,Trimethoprim
dfrA1,73551445-f80d-427e-83ab-2059d9699d8e,99.16,95.64,Trimethoprim
dfrA1,7a13cd26-d419-4f63-871b-441b46c58583,98.52,93.91,Trimethoprim
dfrA1,9192717f-ef1b-46b6-b997-85ce3fc98ea0,98.52,94.36,Trimethoprim
dfrA12,8d003af8-9f19-428a-8f7e-20b311d52d36,96.79,92.02,Trimethoprim
dfrA15,0a3cf21a-6987-4e30-a526-aac03de9cd4e,98.31,96.85,Trimethoprim
dfrA15,56501003-aeee-4989-8b96-a59f12262f36,98.95,97.47,Trimethoprim
dfrA15,7a3b1077-07d4-4edf-b24c-44337a57369c,97.05,95.54,Trimethoprim
dfrA15,a296475c-9c9b-4a4d-8d49-74aee3517da4,97.89,96.02,Trimethoprim
dfrA15,a771c784-e41d-45f0-865f-87ed990552d3,98.1,93.71,Trimethoprim
dfrA15,c4575d09-3c5e-45df-b0f2-797056f72113,94.51,87.98,Trimethoprim
dfrA15,e0b0866f-5c76-417c-bcb9-353764917d8a,98.95,96.65,Trimethoprim
dfrA15,e79583ea-60cc-442e-95b2-e2ea52103457,96.62,93.08,Trimethoprim
dfrA16,e78d5991-3fc3-40ce-afac-9641245354dd,98.52,93.32,Trimethoprim
dfrA17,09a9bd7b-9143-436b-aaca-687c81c53885,95.99,83.99,Trimethoprim
dfrA17,1f02d7c7-6e96-4076-a113-7a0a74b1e386,97.05,92.47,Trimethoprim
dfrA17,2b57dac9-01d1-45b5-b1c2-2eb5280fb5af,98.31,92.28,Trimethoprim
dfrA17,439b3f30-9a81-485a-9bed-c2405a4bc211,96.2,95.92,Trimethoprim
dfrA17,5380e892-9d13-470f-8c46-63544c86da71,97.68,95.37,Trimethoprim
dfrA17,79aab54c-c995-49f4-9492-f84d756e9fd2,98.52,96.43,Trimethoprim
dfrA17,9567e18a-f758-43c8-a914-eaf229df89e4,98.52,95.21,Trimethoprim
dfrA17,a8cc0c30-a414-490a-afb2-40fa34012327,97.68,97.02,Trimethoprim
dfrA17,ca40e4c1-fa8e-4924-b08d-acc655b2a469,99.79,97.28,Trimethoprim
dfrA17,df61c56b-7143-4d5a-a3cf-2701226b0c01,96.84,94.38,Trimethoprim
dfrA17,f22100f2-d457-42db-a36c-5b89b6f98b3d,97.68,94.57,Trimethoprim
dfrG,9487da00-8b84-474f-aee0-f3f2a8ac8f18,80.52,97.31,Trimethoprim
dfrG,ca70adde-47a5-4f99-bcd2-f5a0c4aeb5ff,97.99,96.39,Trimethoprim
ere(D),bd7d7802-9683-49db-9d28-da25f1dc2cba,95.84,88.9,Erythromycin
ere(D),d65825e9-32ed-448f-9c5e-bdf9911f7bb8,98.86,92.72,Erythromycin
erm(47),6cbe06fb-6aa7-42e3-9de2-c9ec2599e28e,92.71,82.09,Erythromycin;Lincomycin;Clindamycin;Quinupristin;PristinamycinIA;VirginiamycinS
erm(47),ba5ea1ee-c526-4261-9476-2a97574f3ffb,95.55,90.43,Erythromycin;Lincomycin;Clindamycin;Quinupristin;PristinamycinIA;VirginiamycinS
erm(B),05daede3-2e11-4472-8341-05aecac4e1c0,98.43,94.55,Erythromycin;Lincomycin;Clindamycin;Quinupristin;PristinamycinIA;VirginiamycinS
erm(B),094b5bb5-45c0-4c19-94c2-a7c0e3d9c50b,97.51,94.19,Erythromycin;Lincomycin;Clindamycin;Quinupristin;PristinamycinIA;VirginiamycinS
erm(B),51163391-7a47-4057-b161-bd79d6b0735e,98.03,94.24,Erythromycin;Lincomycin;Clindamycin;Quinupristin;PristinamycinIA;VirginiamycinS
erm(B),5146a153-c44d-42f2-aae2-79ec46b852c7,96.72,90.9,Erythromycin;Lincomycin;Clindamycin;Quinupristin;PristinamycinIA;VirginiamycinS
erm(B),602fb9fe-b784-4dcf-9db2-23e5c581ddf3,98.29,94.14,Erythromycin;Lincomycin;Clindamycin;Quinupristin;PristinamycinIA;VirginiamycinS
erm(B),74914fe5-e4cc-4ea7-9d08-63542e515583,97.11,93.03,Erythromycin;Lincomycin;Clindamycin;Quinupristin;PristinamycinIA;VirginiamycinS
erm(B),74d26285-91b3-4f6d-a68d-2c9cef1f5398,97.51,96.03,Erythromycin;Lincomycin;Clindamycin;Quinupristin;PristinamycinIA;VirginiamycinS
erm(B),c493d0c8-00ca-490e-bdea-c178e0a367f9,98.69,93.69,Erythromycin;Lincomycin;Clindamycin;Quinupristin;PristinamycinIA;VirginiamycinS
erm(B),ccf998b3-7b7c-4115-9742-ca7528032887,99.34,94.03,Erythromycin;Lincomycin;Clindamycin;Quinupristin;PristinamycinIA;VirginiamycinS
erm(B),d40e053f-64dd-40be-9e3b-4d88270eb249,98.03,94.37,Erythromycin;Lincomycin;Clindamycin;Quinupristin;PristinamycinIA;VirginiamycinS
erm(B),dfeb3dc1-5484-40c0-9557-f8575f214166,97.9,94.63,Erythromycin;Lincomycin;Clindamycin;Quinupristin;PristinamycinIA;VirginiamycinS
erm(B),e28a2a8a-9fac-489c-8ec0-1373c99c8c25,97.11,92.45,Erythromycin;Lincomycin;Clindamycin;Quinupristin;PristinamycinIA;VirginiamycinS
erm(B),e45bdf6f-b9ce-4dd5-b5a8-d38506489754,99.48,95.97,Erythromycin;Lincomycin;Clindamycin;Quinupristin;PristinamycinIA;VirginiamycinS
erm(B),f05082be-b682-48ed-bfa7-443e80775bdb,99.34,96.47,Erythromycin;Lincomycin;Clindamycin;Quinupristin;PristinamycinIA;VirginiamycinS
erm(B),f4968496-29f8-470a-b070-0995a680155a,98.95,94.84,Erythromycin;Lincomycin;Clindamycin;Quinupristin;PristinamycinIA;VirginiamycinS
erm(F),6f27dd60-2b9a-4995-ade9-994ca567f7fa,97.88,94.3,Erythromycin;Lincomycin;Clindamycin;Quinupristin;PristinamycinIA;VirginiamycinS
erm(F),b36a9a87-1b68-4f53-9dcf-3aa7935e8c1e,97.0,91.4,Erythromycin;Lincomycin;Clindamycin;Quinupristin;PristinamycinIA;VirginiamycinS
erm(F),ba73d803-66e6-4755-9e11-74e6c4014899,97.88,93.79,Erythromycin;Lincomycin;Clindamycin;Quinupristin;PristinamycinIA;VirginiamycinS
erm(F),c6579a7a-2ff5-4e0f-a135-574af5baaa16,98.75,95.58,Erythromycin;Lincomycin;Clindamycin;Quinupristin;PristinamycinIA;VirginiamycinS
erm(F),ccf4280a-3378-4d2e-abde-a6dd8ce799ba,99.0,96.16,Erythromycin;Lincomycin;Clindamycin;Quinupristin;PristinamycinIA;VirginiamycinS
erm(F),d65825e9-32ed-448f-9c5e-bdf9911f7bb8,98.88,95.77,Erythromycin;Lincomycin;Clindamycin;Quinupristin;PristinamycinIA;VirginiamycinS
erm(F),ece68f1d-4912-4b59-85db-3e62800bdc07,98.38,94.07,Erythromycin;Lincomycin;Clindamycin;Quinupristin;PristinamycinIA;VirginiamycinS
erm(F),ecf707d6-3925-44d6-9c3e-515c85618c13,98.5,94.4,Erythromycin;Lincomycin;Clindamycin;Quinupristin;PristinamycinIA;VirginiamycinS
erm(G),3f02cdaa-d867-4882-b3eb-4f2cad228be6,98.5,95.67,Erythromycin;Lincomycin;Clindamycin;Quinupristin;PristinamycinIA;VirginiamycinS
erm(G),5fdd5d1a-3917-47f7-b273-b5f7612428bd,99.05,95.82,Erythromycin;Lincomycin;Clindamycin;Quinupristin;PristinamycinIA;VirginiamycinS
floR,1d99f1a2-d90f-4d1e-bd9a-7a94cbbbd5f7,98.19,91.72,Chloramphenicol;Florfenicol
floR,4463fc63-6c43-4216-80e0-519b88b53d73,96.79,89.71,Chloramphenicol;Florfenicol
floR,70afa596-aa14-43f2-bfe8-20916b8f6c0c,98.6,94.03,Chloramphenicol;Florfenicol
floR,98d2fb8a-fa2c-4619-bced-9a713b579da1,98.77,92.53,Chloramphenicol;Florfenicol
floR,aff8e24b-a338-4a2b-904d-0e607a1becb9,98.85,94.2,Chloramphenicol;Florfenicol
floR,d5052719-76e3-4ee4-94e6-49b42b091256,98.27,91.42,Chloramphenicol;Florfenicol
fosA,ce0e859d-bfb9-4901-a126-f52c17814215,98.57,85.85,Fosfomycin
fosA,e7739506-5009-4c9b-8e89-eca6e0dcd927,95.95,88.48,Fosfomycin
hugA,34278cec-b66e-4051-8d03-b852e8015bba,98.77,86.12,Unknown
hugA,8a66fbe6-95b2-4cd1-9878-12590174aae0,98.89,88.14,Unknown
hugA,8d1e0951-3460-4bb7-aa4e-36c77492f2dc,98.55,84.8,Unknown
hugA,dde4e724-7c7b-42a9-9c89-f631c625951a,97.1,83.81,Unknown
hugA,ff54a8ec-1ea3-49de-a6f9-0f504cd2221c,99.0,87.25,Unknown
lnu(A),edb22757-9bea-4fe4-aaa2-3c5fd2ad03a1,97.94,94.72,Lincomycin
lnu(B),0c6037a3-6a8b-4766-84a0-2d5a24c11114,99.25,95.7,Lincomycin;Clindamycin
lnu(B),4122c0b2-bc12-4117-ac15-f7549227f9b6,98.76,94.96,Lincomycin;Clindamycin
