Gene,ReadID,Coverage %,Identity %,Resistance
qnrB19,264ce048-75e3-41da-845b-caa922f6fea8,99.07,97.67,Ciprofloxacin
qnrB19,2bdce57e-b2c7-4ec9-82a2-cdc2252cb094,99.22,95.7,Ciprofloxacin
qnrB19,3021cf08-8f76-4b63-a49f-6e8c4c62bfa5,98.14,94.78,Ciprofloxacin
qnrB19,31721e82-33ea-43aa-9a7d-ec6db5405a62,97.98,92.19,Ciprofloxacin
qnrB19,372892a0-4e5f-4b2d-9f39-342323052912,99.07,94.5,Ciprofloxacin
qnrB19,3c342eeb-cbd9-46a5-95b1-a60ac9cd6cf3,98.76,93.17,Ciprofloxacin
qnrB19,3ea55351-5718-4ec7-9ab6-d51e20c106df,96.74,92.2,Ciprofloxacin
qnrB19,3fb430c6-856e-4861-9b2e-7dd2dcb4532e,98.91,95.25,Ciprofloxacin
qnrB19,44720aaf-8ead-419c-bab8-760b42fdaa2a,99.22,96.0,Ciprofloxacin
qnrB19,45bb87c2-cf69-43ff-994e-073c1c99b2a4,91.78,92.45,Ciprofloxacin
qnrB19,4a6f686d-b382-4576-89aa-b1b8790a9755,98.29,96.92,Ciprofloxacin
qnrB19,4ca8b90c-999e-4309-8f7c-6a6462a1d3ad,98.76,94.34,Ciprofloxacin
qnrB19,4e4e1801-9176-4c0d-93ac-5651daa76e7b,96.9,96.69,Ciprofloxacin
qnrB19,53be7453-ce8d-4e54-974f-8749445c92de,98.14,95.96,Ciprofloxacin
qnrB19,62b97167-1df2-4514-b451-fc218dc1c303,87.91,90.83,Ciprofloxacin
qnrB19,6f0c44f0-2973-4ede-991c-8e744a85e154,99.22,97.07,Ciprofloxacin
qnrB19,758d3068-c4f4-47b8-b516-406eed167fde,98.91,95.4,Ciprofloxacin
qnrB19,766e8029-3075-4096-b9e4-87f6c34a86f6,98.6,95.7,Ciprofloxacin
qnrB19,7a7807e9-39a9-4294-a97b-e47bd5bdbd2f,98.29,93.72,Ciprofloxacin
qnrB19,7fc23be2-c35a-4772-b255-749fb5f34de1,99.07,96.77,Ciprofloxacin
qnrB19,80a9564b-8ef8-4b37-bb20-507b57e68acb,97.83,93.07,Ciprofloxacin
qnrB19,81e53e14-f61b-4987-9f01-36800f4c2fa0,99.07,97.98,Ciprofloxacin
qnrB19,824955c4-3194-414f-b661-3620eaf413a1,98.45,95.37,Ciprofloxacin
qnrB19,8c9f5c29-37d6-4134-bf6f-c1bae1813ab6,92.71,92.27,Ciprofloxacin
qnrB19,95d482e7-cb94-4191-b48a-cb3a8448de13,98.29,96.12,Ciprofloxacin
qnrB19,9d2ab57f-12ab-4fe8-addf-36567be2ff46,99.07,94.36,Ciprofloxacin
qnrB19,b291d794-0181-4baa-a925-5bbb4243f1a7,98.91,96.77,Ciprofloxacin
qnrB19,bddc3e86-598e-4083-9e74-d2cbf4141268,98.6,94.76,Ciprofloxacin
qnrB19,ce24fbf3-70a7-43e0-bbff-1711d400e46c,99.53,95.88,Ciprofloxacin
qnrB19,e1ab826e-db08-4e06-b3de-4a95a334579b,98.29,94.14,Ciprofloxacin
qnrB19,e5e2e050-0daf-47ef-9951-4a34060827f5,91.63,89.58,Ciprofloxacin
qnrB19,eb0dc4e2-f3a8-4e2d-9193-070200ca86c4,99.07,97.85,Ciprofloxacin
qnrB19,fa5b8cbf-8323-4fee-84c2-15ea7d5687af,98.91,94.63,Ciprofloxacin
qnrD1,1b9d179c-b5c3-4ce5-9395-42c58ff07e4c,99.07,96.5,Ciprofloxacin
qnrD1,4d4d4a25-b0c9-4b31-97fa-40b28c10ae27,98.76,96.03,Ciprofloxacin
qnrD1,57e19b00-53c6-48e1-b7ae-b5ce767ba7b5,97.21,92.92,Ciprofloxacin
qnrD1,64e95206-b0fc-4fdb-aa6a-1491894ea481,98.45,94.91,Ciprofloxacin
qnrD1,772e55ed-b8e6-46a1-8726-cd30ddae20bc,98.45,94.02,Ciprofloxacin
qnrD1,7f35c066-0d1e-43ff-9ff4-d254e17643d9,98.91,94.93,Ciprofloxacin
qnrD1,89f9c45f-3aa5-4c30-a99d-9d6602e4db13,98.76,96.46,Ciprofloxacin
qnrD1,c389c12d-fb19-404e-a4ea-90f9d375e163,95.97,96.22,Ciprofloxacin
qnrD1,e68cccb7-2ba2-4b8d-b137-cd622531feae,97.52,94.28,Ciprofloxacin
qnrD1,ec1f9cfe-f196-44d6-b31a-24748cd1ffa1,99.07,97.06,Ciprofloxacin
qnrD1,fca870b1-6b23-4d80-a6ab-bcc2ba765ef7,98.14,93.39,Ciprofloxacin
qnrD1,ff9c0f78-63dd-42d5-bea6-f35e86c26575,98.45,93.85,Ciprofloxacin
sul3,e7940c15-f321-4690-ac6f-a961a2acdce5,96.46,93.95,Sulfamethoxazole
